Ships_IDs,Total_iregular_ships,Risk_score
110353,2,6.666666666666667
108378,2,6.666666666666667
102659,2,6.666666666666667
109158,2,6.666666666666667
104520,2,6.666666666666667
104526,2,6.666666666666667
102674,2,6.666666666666667
111241,2,6.666666666666667
101651,2,6.666666666666667
111341,2,6.666666666666667
102688,2,6.666666666666667
108400,2,6.666666666666667
100535,2,6.666666666666667
104547,2,6.666666666666667
104552,2,6.666666666666667
110586,2,6.666666666666667
107843,2,6.666666666666667
111150,2,6.666666666666667
110371,2,6.666666666666667
103683,2,6.666666666666667
103692,2,6.666666666666667
108418,2,6.666666666666667
107286,2,6.666666666666667
104599,2,6.666666666666667
105384,2,6.666666666666667
109804,2,6.666666666666667
109818,2,6.666666666666667
103738,2,6.666666666666667
103739,2,6.666666666666667
107302,2,6.666666666666667
105402,2,6.666666666666667
107907,2,6.666666666666667
102841,2,6.666666666666667
110229,2,6.666666666666667
105410,2,6.666666666666667
109229,2,6.666666666666667
107919,2,6.666666666666667
109824,2,6.666666666666667
107327,2,6.666666666666667
109835,2,6.666666666666667
106013,2,6.666666666666667
100715,2,6.666666666666667
109534,2,6.666666666666667
109839,2,6.666666666666667
107943,2,6.666666666666667
110482,2,6.666666666666667
109252,2,6.666666666666667
102916,2,6.666666666666667
105455,2,6.666666666666667
108845,2,6.666666666666667
110796,2,6.666666666666667
106777,2,6.666666666666667
109860,2,6.666666666666667
110697,2,6.666666666666667
102957,2,6.666666666666667
107385,2,6.666666666666667
103880,2,6.666666666666667
110081,2,6.666666666666667
110388,2,6.666666666666667
103907,2,6.666666666666667
100799,2,6.666666666666667
106803,2,6.666666666666667
107394,2,6.666666666666667
110908,2,6.666666666666667
110803,2,6.666666666666667
111659,2,6.666666666666667
106128,2,6.666666666666667
103012,2,6.666666666666667
110506,2,6.666666666666667
107436,2,6.666666666666667
106841,2,6.666666666666667
107447,2,6.666666666666667
104012,2,6.666666666666667
108882,2,6.666666666666667
106863,2,6.666666666666667
106865,2,6.666666666666667
106166,2,6.666666666666667
103080,2,6.666666666666667
109589,2,6.666666666666667
105548,2,6.666666666666667
100897,2,6.666666666666667
103088,2,6.666666666666667
111078,2,6.666666666666667
107487,2,6.666666666666667
108903,2,6.666666666666667
100945,2,6.666666666666667
111662,2,6.666666666666667
100968,2,6.666666666666667
110628,2,6.666666666666667
102027,2,6.666666666666667
104073,2,6.666666666666667
100985,2,6.666666666666667
100991,2,6.666666666666667
108911,2,6.666666666666667
105571,2,6.666666666666667
109319,2,6.666666666666667
110409,2,6.666666666666667
110120,2,6.666666666666667
104869,2,6.666666666666667
111487,2,6.666666666666667
102074,2,6.666666666666667
101042,2,6.666666666666667
102079,2,6.666666666666667
104113,2,6.666666666666667
108936,2,6.666666666666667
108129,2,6.666666666666667
111157,2,6.666666666666667
109639,2,6.666666666666667
109346,2,6.666666666666667
104130,2,6.666666666666667
108146,2,6.666666666666667
103200,2,6.666666666666667
107577,2,6.666666666666667
102182,2,6.666666666666667
102184,2,6.666666666666667
111745,2,6.666666666666667
112025,2,6.666666666666667
112077,2,6.666666666666667
112086,2,6.666666666666667
112230,2,6.666666666666667
112414,2,6.666666666666667
112528,2,6.666666666666667
112545,2,6.666666666666667
112576,2,6.666666666666667
112652,2,6.666666666666667
112655,2,6.666666666666667
108155,2,6.666666666666667
112751,2,6.666666666666667
112771,2,6.666666666666667
112808,2,6.666666666666667
112839,2,6.666666666666667
112840,2,6.666666666666667
112901,2,6.666666666666667
113055,2,6.666666666666667
113093,2,6.666666666666667
113095,2,6.666666666666667
113104,2,6.666666666666667
113119,2,6.666666666666667
113122,2,6.666666666666667
113128,2,6.666666666666667
113214,2,6.666666666666667
113312,2,6.666666666666667
113439,2,6.666666666666667
113474,2,6.666666666666667
113479,2,6.666666666666667
113572,2,6.666666666666667
113601,2,6.666666666666667
113709,2,6.666666666666667
113720,2,6.666666666666667
101112,2,6.666666666666667
113744,2,6.666666666666667
113777,2,6.666666666666667
113778,2,6.666666666666667
113800,2,6.666666666666667
113845,2,6.666666666666667
113892,2,6.666666666666667
113907,2,6.666666666666667
114000,2,6.666666666666667
114251,2,6.666666666666667
114260,2,6.666666666666667
114346,2,6.666666666666667
114356,2,6.666666666666667
114386,2,6.666666666666667
114410,2,6.666666666666667
114447,2,6.666666666666667
114483,2,6.666666666666667
114500,2,6.666666666666667
114563,2,6.666666666666667
114572,2,6.666666666666667
109355,2,6.666666666666667
114632,2,6.666666666666667
114642,2,6.666666666666667
114697,2,6.666666666666667
114746,2,6.666666666666667
114828,2,6.666666666666667
114852,2,6.666666666666667
114868,2,6.666666666666667
114871,2,6.666666666666667
114889,2,6.666666666666667
114987,2,6.666666666666667
115013,2,6.666666666666667
115048,2,6.666666666666667
115158,2,6.666666666666667
115204,2,6.666666666666667
115307,2,6.666666666666667
115422,2,6.666666666666667
115438,2,6.666666666666667
115486,2,6.666666666666667
115505,2,6.666666666666667
115507,2,6.666666666666667
115518,2,6.666666666666667
115535,2,6.666666666666667
115588,2,6.666666666666667
115741,2,6.666666666666667
115836,2,6.666666666666667
115910,2,6.666666666666667
115941,2,6.666666666666667
106980,2,6.666666666666667
116185,2,6.666666666666667
116212,2,6.666666666666667
116316,2,6.666666666666667
116318,2,6.666666666666667
116338,2,6.666666666666667
116413,2,6.666666666666667
116467,2,6.666666666666667
116474,2,6.666666666666667
116588,2,6.666666666666667
116653,2,6.666666666666667
116808,2,6.666666666666667
116820,2,6.666666666666667
117075,2,6.666666666666667
117086,2,6.666666666666667
117105,2,6.666666666666667
117134,2,6.666666666666667
107584,2,6.666666666666667
117185,2,6.666666666666667
117302,2,6.666666666666667
117306,2,6.666666666666667
117534,2,6.666666666666667
117569,2,6.666666666666667
117610,2,6.666666666666667
110132,2,6.666666666666667
117811,2,6.666666666666667
117845,2,6.666666666666667
107594,2,6.666666666666667
117890,2,6.666666666666667
117898,2,6.666666666666667
117958,2,6.666666666666667
117977,2,6.666666666666667
101155,2,6.666666666666667
118089,2,6.666666666666667
118130,2,6.666666666666667
118137,2,6.666666666666667
118160,2,6.666666666666667
118240,2,6.666666666666667
118246,2,6.666666666666667
118386,2,6.666666666666667
118715,2,6.666666666666667
118832,2,6.666666666666667
110853,2,6.666666666666667
118891,2,6.666666666666667
118927,2,6.666666666666667
118960,2,6.666666666666667
118965,2,6.666666666666667
119092,2,6.666666666666667
119093,2,6.666666666666667
119117,2,6.666666666666667
110728,2,6.666666666666667
119198,2,6.666666666666667
108998,2,6.666666666666667
119240,2,6.666666666666667
119293,2,6.666666666666667
119332,2,6.666666666666667
119363,2,6.666666666666667
104171,2,6.666666666666667
109002,2,6.666666666666667
119490,2,6.666666666666667
119542,2,6.666666666666667
119680,2,6.666666666666667
119795,2,6.666666666666667
119815,2,6.666666666666667
119887,2,6.666666666666667
119945,2,6.666666666666667
119950,2,6.666666666666667
119995,2,6.666666666666667
120001,2,6.666666666666667
120003,2,6.666666666666667
120042,2,6.666666666666667
120064,2,6.666666666666667
120078,2,6.666666666666667
120112,2,6.666666666666667
120131,2,6.666666666666667
120145,2,6.666666666666667
120156,2,6.666666666666667
120207,2,6.666666666666667
120217,2,6.666666666666667
120268,2,6.666666666666667
120278,2,6.666666666666667
120349,2,6.666666666666667
120370,2,6.666666666666667
120402,2,6.666666666666667
120415,2,6.666666666666667
120446,2,6.666666666666667
120471,2,6.666666666666667
120631,2,6.666666666666667
120695,2,6.666666666666667
120811,2,6.666666666666667
120894,2,6.666666666666667
120929,2,6.666666666666667
121004,2,6.666666666666667
121010,2,6.666666666666667
121082,2,6.666666666666667
121121,2,6.666666666666667
121180,2,6.666666666666667
110537,2,6.666666666666667
121211,2,6.666666666666667
121224,2,6.666666666666667
121273,2,6.666666666666667
121386,2,6.666666666666667
121402,2,6.666666666666667
104983,2,6.666666666666667
121450,2,6.666666666666667
121585,2,6.666666666666667
121617,2,6.666666666666667
121638,2,6.666666666666667
121639,2,6.666666666666667
121662,2,6.666666666666667
121677,2,6.666666666666667
101183,2,6.666666666666667
121793,2,6.666666666666667
121807,2,6.666666666666667
121827,2,6.666666666666667
121852,2,6.666666666666667
121884,2,6.666666666666667
101195,2,6.666666666666667
121957,2,6.666666666666667
121997,2,6.666666666666667
122004,2,6.666666666666667
122022,2,6.666666666666667
122068,2,6.666666666666667
122088,2,6.666666666666667
105683,2,6.666666666666667
122142,2,6.666666666666667
122198,2,6.666666666666667
122206,2,6.666666666666667
122237,2,6.666666666666667
122322,2,6.666666666666667
122383,2,6.666666666666667
122400,2,6.666666666666667
122502,2,6.666666666666667
122561,2,6.666666666666667
122571,2,6.666666666666667
122598,2,6.666666666666667
122634,2,6.666666666666667
122705,2,6.666666666666667
122720,2,6.666666666666667
122779,2,6.666666666666667
122822,2,6.666666666666667
122830,2,6.666666666666667
122834,2,6.666666666666667
122856,2,6.666666666666667
122866,2,6.666666666666667
123080,2,6.666666666666667
123089,2,6.666666666666667
100079,2,6.666666666666667
123378,2,6.666666666666667
123399,2,6.666666666666667
123406,2,6.666666666666667
123418,2,6.666666666666667
101319,1,3.3333333333333335
101322,1,3.3333333333333335
101341,1,3.3333333333333335
101345,1,3.3333333333333335
101350,1,3.3333333333333335
101355,1,3.3333333333333335
101374,1,3.3333333333333335
101391,1,3.3333333333333335
101392,1,3.3333333333333335
101393,1,3.3333333333333335
101398,1,3.3333333333333335
101412,1,3.3333333333333335
101418,1,3.3333333333333335
101421,1,3.3333333333333335
101438,1,3.3333333333333335
101457,1,3.3333333333333335
101468,1,3.3333333333333335
101469,1,3.3333333333333335
101474,1,3.3333333333333335
101475,1,3.3333333333333335
101477,1,3.3333333333333335
101497,1,3.3333333333333335
101501,1,3.3333333333333335
101505,1,3.3333333333333335
101506,1,3.3333333333333335
101509,1,3.3333333333333335
101511,1,3.3333333333333335
101513,1,3.3333333333333335
101516,1,3.3333333333333335
101517,1,3.3333333333333335
101519,1,3.3333333333333335
101523,1,3.3333333333333335
101525,1,3.3333333333333335
101526,1,3.3333333333333335
101530,1,3.3333333333333335
101542,1,3.3333333333333335
101552,1,3.3333333333333335
101554,1,3.3333333333333335
101562,1,3.3333333333333335
101576,1,3.3333333333333335
101584,1,3.3333333333333335
101587,1,3.3333333333333335
101596,1,3.3333333333333335
101597,1,3.3333333333333335
101604,1,3.3333333333333335
101605,1,3.3333333333333335
101609,1,3.3333333333333335
101611,1,3.3333333333333335
101612,1,3.3333333333333335
101613,1,3.3333333333333335
101617,1,3.3333333333333335
101625,1,3.3333333333333335
101628,1,3.3333333333333335
101631,1,3.3333333333333335
101632,1,3.3333333333333335
101642,1,3.3333333333333335
101644,1,3.3333333333333335
101647,1,3.3333333333333335
101653,1,3.3333333333333335
101655,1,3.3333333333333335
101659,1,3.3333333333333335
101665,1,3.3333333333333335
101667,1,3.3333333333333335
101670,1,3.3333333333333335
101671,1,3.3333333333333335
101672,1,3.3333333333333335
101673,1,3.3333333333333335
101677,1,3.3333333333333335
101678,1,3.3333333333333335
101683,1,3.3333333333333335
101685,1,3.3333333333333335
101694,1,3.3333333333333335
101696,1,3.3333333333333335
101697,1,3.3333333333333335
101702,1,3.3333333333333335
101716,1,3.3333333333333335
101720,1,3.3333333333333335
101721,1,3.3333333333333335
101727,1,3.3333333333333335
101732,1,3.3333333333333335
101733,1,3.3333333333333335
101736,1,3.3333333333333335
101739,1,3.3333333333333335
101740,1,3.3333333333333335
101743,1,3.3333333333333335
101752,1,3.3333333333333335
101754,1,3.3333333333333335
101757,1,3.3333333333333335
101759,1,3.3333333333333335
101761,1,3.3333333333333335
101762,1,3.3333333333333335
101778,1,3.3333333333333335
101779,1,3.3333333333333335
101787,1,3.3333333333333335
101803,1,3.3333333333333335
101810,1,3.3333333333333335
101814,1,3.3333333333333335
101824,1,3.3333333333333335
101827,1,3.3333333333333335
101834,1,3.3333333333333335
101842,1,3.3333333333333335
101843,1,3.3333333333333335
101858,1,3.3333333333333335
101870,1,3.3333333333333335
101874,1,3.3333333333333335
101877,1,3.3333333333333335
101880,1,3.3333333333333335
101881,1,3.3333333333333335
101882,1,3.3333333333333335
101883,1,3.3333333333333335
101890,1,3.3333333333333335
101898,1,3.3333333333333335
101900,1,3.3333333333333335
101902,1,3.3333333333333335
101904,1,3.3333333333333335
101926,1,3.3333333333333335
101930,1,3.3333333333333335
101933,1,3.3333333333333335
101939,1,3.3333333333333335
101947,1,3.3333333333333335
101953,1,3.3333333333333335
101954,1,3.3333333333333335
101956,1,3.3333333333333335
101967,1,3.3333333333333335
101968,1,3.3333333333333335
101969,1,3.3333333333333335
101970,1,3.3333333333333335
101975,1,3.3333333333333335
101982,1,3.3333333333333335
101987,1,3.3333333333333335
102001,1,3.3333333333333335
102005,1,3.3333333333333335
102008,1,3.3333333333333335
102014,1,3.3333333333333335
102021,1,3.3333333333333335
102032,1,3.3333333333333335
102039,1,3.3333333333333335
102040,1,3.3333333333333335
102045,1,3.3333333333333335
102059,1,3.3333333333333335
102060,1,3.3333333333333335
102061,1,3.3333333333333335
102073,1,3.3333333333333335
102098,1,3.3333333333333335
102102,1,3.3333333333333335
102116,1,3.3333333333333335
102135,1,3.3333333333333335
102137,1,3.3333333333333335
102144,1,3.3333333333333335
102168,1,3.3333333333333335
102172,1,3.3333333333333335
102175,1,3.3333333333333335
102176,1,3.3333333333333335
102181,1,3.3333333333333335
102187,1,3.3333333333333335
102197,1,3.3333333333333335
102203,1,3.3333333333333335
102213,1,3.3333333333333335
102220,1,3.3333333333333335
102224,1,3.3333333333333335
102239,1,3.3333333333333335
102253,1,3.3333333333333335
102266,1,3.3333333333333335
102270,1,3.3333333333333335
102272,1,3.3333333333333335
102273,1,3.3333333333333335
102278,1,3.3333333333333335
102288,1,3.3333333333333335
102294,1,3.3333333333333335
102298,1,3.3333333333333335
102301,1,3.3333333333333335
102310,1,3.3333333333333335
102314,1,3.3333333333333335
102316,1,3.3333333333333335
102319,1,3.3333333333333335
102323,1,3.3333333333333335
102332,1,3.3333333333333335
102352,1,3.3333333333333335
102355,1,3.3333333333333335
102375,1,3.3333333333333335
102380,1,3.3333333333333335
102382,1,3.3333333333333335
102393,1,3.3333333333333335
102397,1,3.3333333333333335
102403,1,3.3333333333333335
102411,1,3.3333333333333335
102412,1,3.3333333333333335
102418,1,3.3333333333333335
102422,1,3.3333333333333335
102425,1,3.3333333333333335
102431,1,3.3333333333333335
102433,1,3.3333333333333335
102435,1,3.3333333333333335
102437,1,3.3333333333333335
102438,1,3.3333333333333335
102455,1,3.3333333333333335
102459,1,3.3333333333333335
102460,1,3.3333333333333335
102471,1,3.3333333333333335
102472,1,3.3333333333333335
102475,1,3.3333333333333335
102476,1,3.3333333333333335
102479,1,3.3333333333333335
102491,1,3.3333333333333335
102493,1,3.3333333333333335
102503,1,3.3333333333333335
102508,1,3.3333333333333335
102517,1,3.3333333333333335
102527,1,3.3333333333333335
102531,1,3.3333333333333335
102534,1,3.3333333333333335
102536,1,3.3333333333333335
102542,1,3.3333333333333335
102548,1,3.3333333333333335
102564,1,3.3333333333333335
102567,1,3.3333333333333335
102568,1,3.3333333333333335
102571,1,3.3333333333333335
102573,1,3.3333333333333335
102589,1,3.3333333333333335
102597,1,3.3333333333333335
102601,1,3.3333333333333335
102612,1,3.3333333333333335
102617,1,3.3333333333333335
102632,1,3.3333333333333335
102639,1,3.3333333333333335
102643,1,3.3333333333333335
102644,1,3.3333333333333335
102655,1,3.3333333333333335
102660,1,3.3333333333333335
102666,1,3.3333333333333335
102671,1,3.3333333333333335
102679,1,3.3333333333333335
102683,1,3.3333333333333335
102686,1,3.3333333333333335
102692,1,3.3333333333333335
102704,1,3.3333333333333335
102712,1,3.3333333333333335
102716,1,3.3333333333333335
102717,1,3.3333333333333335
102728,1,3.3333333333333335
102729,1,3.3333333333333335
102736,1,3.3333333333333335
102739,1,3.3333333333333335
102741,1,3.3333333333333335
102761,1,3.3333333333333335
102769,1,3.3333333333333335
102773,1,3.3333333333333335
102779,1,3.3333333333333335
102783,1,3.3333333333333335
102785,1,3.3333333333333335
102800,1,3.3333333333333335
102803,1,3.3333333333333335
102808,1,3.3333333333333335
102834,1,3.3333333333333335
102836,1,3.3333333333333335
102838,1,3.3333333333333335
102862,1,3.3333333333333335
102867,1,3.3333333333333335
102869,1,3.3333333333333335
102874,1,3.3333333333333335
102877,1,3.3333333333333335
102879,1,3.3333333333333335
102884,1,3.3333333333333335
102887,1,3.3333333333333335
102895,1,3.3333333333333335
102898,1,3.3333333333333335
102902,1,3.3333333333333335
102903,1,3.3333333333333335
102912,1,3.3333333333333335
102922,1,3.3333333333333335
102928,1,3.3333333333333335
102930,1,3.3333333333333335
102941,1,3.3333333333333335
102954,1,3.3333333333333335
102955,1,3.3333333333333335
102964,1,3.3333333333333335
102965,1,3.3333333333333335
102970,1,3.3333333333333335
102971,1,3.3333333333333335
102972,1,3.3333333333333335
102974,1,3.3333333333333335
102977,1,3.3333333333333335
102992,1,3.3333333333333335
103001,1,3.3333333333333335
103003,1,3.3333333333333335
103005,1,3.3333333333333335
103023,1,3.3333333333333335
103032,1,3.3333333333333335
103037,1,3.3333333333333335
103042,1,3.3333333333333335
103045,1,3.3333333333333335
103058,1,3.3333333333333335
103064,1,3.3333333333333335
103068,1,3.3333333333333335
103074,1,3.3333333333333335
103081,1,3.3333333333333335
103084,1,3.3333333333333335
103092,1,3.3333333333333335
103094,1,3.3333333333333335
103095,1,3.3333333333333335
103097,1,3.3333333333333335
103098,1,3.3333333333333335
103102,1,3.3333333333333335
103105,1,3.3333333333333335
103108,1,3.3333333333333335
103113,1,3.3333333333333335
103115,1,3.3333333333333335
103128,1,3.3333333333333335
103141,1,3.3333333333333335
103143,1,3.3333333333333335
103152,1,3.3333333333333335
103164,1,3.3333333333333335
103166,1,3.3333333333333335
103170,1,3.3333333333333335
103173,1,3.3333333333333335
103186,1,3.3333333333333335
103190,1,3.3333333333333335
103194,1,3.3333333333333335
103195,1,3.3333333333333335
103202,1,3.3333333333333335
103206,1,3.3333333333333335
103221,1,3.3333333333333335
103225,1,3.3333333333333335
103228,1,3.3333333333333335
103229,1,3.3333333333333335
103246,1,3.3333333333333335
103251,1,3.3333333333333335
103253,1,3.3333333333333335
103262,1,3.3333333333333335
103268,1,3.3333333333333335
103279,1,3.3333333333333335
103287,1,3.3333333333333335
103289,1,3.3333333333333335
103290,1,3.3333333333333335
103303,1,3.3333333333333335
103305,1,3.3333333333333335
103315,1,3.3333333333333335
103316,1,3.3333333333333335
103319,1,3.3333333333333335
103322,1,3.3333333333333335
103325,1,3.3333333333333335
103326,1,3.3333333333333335
103332,1,3.3333333333333335
103341,1,3.3333333333333335
103342,1,3.3333333333333335
103348,1,3.3333333333333335
103351,1,3.3333333333333335
103357,1,3.3333333333333335
103363,1,3.3333333333333335
103373,1,3.3333333333333335
103386,1,3.3333333333333335
103392,1,3.3333333333333335
103397,1,3.3333333333333335
103398,1,3.3333333333333335
103405,1,3.3333333333333335
103406,1,3.3333333333333335
103419,1,3.3333333333333335
103420,1,3.3333333333333335
103428,1,3.3333333333333335
103440,1,3.3333333333333335
103450,1,3.3333333333333335
103464,1,3.3333333333333335
103467,1,3.3333333333333335
103468,1,3.3333333333333335
103481,1,3.3333333333333335
103483,1,3.3333333333333335
103484,1,3.3333333333333335
103490,1,3.3333333333333335
103497,1,3.3333333333333335
103501,1,3.3333333333333335
103506,1,3.3333333333333335
103507,1,3.3333333333333335
103511,1,3.3333333333333335
103530,1,3.3333333333333335
103532,1,3.3333333333333335
103536,1,3.3333333333333335
103538,1,3.3333333333333335
103541,1,3.3333333333333335
103554,1,3.3333333333333335
103558,1,3.3333333333333335
103560,1,3.3333333333333335
103576,1,3.3333333333333335
103578,1,3.3333333333333335
103584,1,3.3333333333333335
103585,1,3.3333333333333335
103591,1,3.3333333333333335
103592,1,3.3333333333333335
103595,1,3.3333333333333335
103597,1,3.3333333333333335
103600,1,3.3333333333333335
103612,1,3.3333333333333335
103619,1,3.3333333333333335
103628,1,3.3333333333333335
103638,1,3.3333333333333335
103642,1,3.3333333333333335
103646,1,3.3333333333333335
103648,1,3.3333333333333335
103649,1,3.3333333333333335
103655,1,3.3333333333333335
103659,1,3.3333333333333335
103668,1,3.3333333333333335
103675,1,3.3333333333333335
103680,1,3.3333333333333335
103682,1,3.3333333333333335
103699,1,3.3333333333333335
103702,1,3.3333333333333335
103712,1,3.3333333333333335
103720,1,3.3333333333333335
103721,1,3.3333333333333335
103733,1,3.3333333333333335
103746,1,3.3333333333333335
103755,1,3.3333333333333335
103758,1,3.3333333333333335
103764,1,3.3333333333333335
103767,1,3.3333333333333335
103769,1,3.3333333333333335
103775,1,3.3333333333333335
103778,1,3.3333333333333335
103790,1,3.3333333333333335
103811,1,3.3333333333333335
103819,1,3.3333333333333335
103820,1,3.3333333333333335
103822,1,3.3333333333333335
103835,1,3.3333333333333335
103840,1,3.3333333333333335
103843,1,3.3333333333333335
103846,1,3.3333333333333335
103848,1,3.3333333333333335
103851,1,3.3333333333333335
103855,1,3.3333333333333335
103860,1,3.3333333333333335
103861,1,3.3333333333333335
103868,1,3.3333333333333335
103900,1,3.3333333333333335
103903,1,3.3333333333333335
103912,1,3.3333333333333335
103916,1,3.3333333333333335
103927,1,3.3333333333333335
103928,1,3.3333333333333335
103932,1,3.3333333333333335
103939,1,3.3333333333333335
103955,1,3.3333333333333335
103974,1,3.3333333333333335
103996,1,3.3333333333333335
104005,1,3.3333333333333335
104013,1,3.3333333333333335
104018,1,3.3333333333333335
104032,1,3.3333333333333335
104038,1,3.3333333333333335
104039,1,3.3333333333333335
104044,1,3.3333333333333335
104056,1,3.3333333333333335
104060,1,3.3333333333333335
104065,1,3.3333333333333335
104067,1,3.3333333333333335
104072,1,3.3333333333333335
104080,1,3.3333333333333335
104083,1,3.3333333333333335
104086,1,3.3333333333333335
104092,1,3.3333333333333335
104105,1,3.3333333333333335
104107,1,3.3333333333333335
104108,1,3.3333333333333335
104115,1,3.3333333333333335
104117,1,3.3333333333333335
104120,1,3.3333333333333335
104121,1,3.3333333333333335
104124,1,3.3333333333333335
104128,1,3.3333333333333335
104135,1,3.3333333333333335
104137,1,3.3333333333333335
104138,1,3.3333333333333335
104140,1,3.3333333333333335
104141,1,3.3333333333333335
104146,1,3.3333333333333335
104152,1,3.3333333333333335
104155,1,3.3333333333333335
104163,1,3.3333333333333335
104165,1,3.3333333333333335
104170,1,3.3333333333333335
104179,1,3.3333333333333335
104183,1,3.3333333333333335
104188,1,3.3333333333333335
104190,1,3.3333333333333335
104194,1,3.3333333333333335
104204,1,3.3333333333333335
104209,1,3.3333333333333335
104212,1,3.3333333333333335
104215,1,3.3333333333333335
104219,1,3.3333333333333335
104223,1,3.3333333333333335
104241,1,3.3333333333333335
104245,1,3.3333333333333335
104253,1,3.3333333333333335
104255,1,3.3333333333333335
104256,1,3.3333333333333335
104263,1,3.3333333333333335
104269,1,3.3333333333333335
104271,1,3.3333333333333335
104280,1,3.3333333333333335
104290,1,3.3333333333333335
104295,1,3.3333333333333335
104308,1,3.3333333333333335
104311,1,3.3333333333333335
104316,1,3.3333333333333335
104317,1,3.3333333333333335
104327,1,3.3333333333333335
104329,1,3.3333333333333335
104334,1,3.3333333333333335
104338,1,3.3333333333333335
104339,1,3.3333333333333335
104340,1,3.3333333333333335
104343,1,3.3333333333333335
104354,1,3.3333333333333335
104361,1,3.3333333333333335
104368,1,3.3333333333333335
104376,1,3.3333333333333335
104377,1,3.3333333333333335
104378,1,3.3333333333333335
104385,1,3.3333333333333335
104387,1,3.3333333333333335
104414,1,3.3333333333333335
104415,1,3.3333333333333335
104417,1,3.3333333333333335
104424,1,3.3333333333333335
104427,1,3.3333333333333335
104431,1,3.3333333333333335
104439,1,3.3333333333333335
104452,1,3.3333333333333335
104454,1,3.3333333333333335
104456,1,3.3333333333333335
104479,1,3.3333333333333335
104489,1,3.3333333333333335
104500,1,3.3333333333333335
104501,1,3.3333333333333335
104509,1,3.3333333333333335
104534,1,3.3333333333333335
104537,1,3.3333333333333335
104538,1,3.3333333333333335
104546,1,3.3333333333333335
104558,1,3.3333333333333335
104567,1,3.3333333333333335
104568,1,3.3333333333333335
104570,1,3.3333333333333335
104575,1,3.3333333333333335
104578,1,3.3333333333333335
104584,1,3.3333333333333335
104593,1,3.3333333333333335
104606,1,3.3333333333333335
104631,1,3.3333333333333335
104634,1,3.3333333333333335
104635,1,3.3333333333333335
104651,1,3.3333333333333335
104655,1,3.3333333333333335
104660,1,3.3333333333333335
104661,1,3.3333333333333335
104666,1,3.3333333333333335
104676,1,3.3333333333333335
104682,1,3.3333333333333335
104685,1,3.3333333333333335
104686,1,3.3333333333333335
104687,1,3.3333333333333335
104690,1,3.3333333333333335
104699,1,3.3333333333333335
104703,1,3.3333333333333335
104707,1,3.3333333333333335
104710,1,3.3333333333333335
104713,1,3.3333333333333335
104714,1,3.3333333333333335
104715,1,3.3333333333333335
104722,1,3.3333333333333335
104731,1,3.3333333333333335
104732,1,3.3333333333333335
104739,1,3.3333333333333335
104744,1,3.3333333333333335
104745,1,3.3333333333333335
104746,1,3.3333333333333335
104748,1,3.3333333333333335
104752,1,3.3333333333333335
104755,1,3.3333333333333335
104757,1,3.3333333333333335
104761,1,3.3333333333333335
104767,1,3.3333333333333335
104772,1,3.3333333333333335
